player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Truman Jones,106527,ED,NE,1,0,0.0,0,0,19,68.8,69.6,73.8,53.8,65.8,72.8,0.0,0,0,3,3,33.3,1,1
Joe Andreessen,108177,LB,BUF,6,0,4.6,0,0,4,70.9,72.1,77.5,70.0,62.0,72.6,0.0,0,0,42,42,7.1,3,5
Rodney Thomas II,108389,S,IND,3,2,25.0,0,0,14,57.8,56.5,78.1,,56.1,70.0,20.0,1,0,52,53,0.0,0,2
Michael Hoecht,108840,ED,LA,19,18,2.9,0,0,26,40.9,64.7,89.0,63.7,74.7,57.7,10.6,5,1,287,295,6.3,18,24
E.J. Jenkins,109834,TE,PHI,1,0,,0,0,24,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Dee Alford,110542,CB,ATL,16,4,6.5,0,1,2,55.9,58.2,85.1,61.0,64.5,52.1,20.0,5,0,203,209,3.0,6,16
D'Anthony Bell,111578,S,CLV,6,2,4.5,0,0,8,51.9,57.3,77.1,60.0,66.5,36.3,20.0,1,0,52,53,1.9,1,2
Darrell Luter Jr.,121428,CB,SF,1,0,,0,0,28,,60.0,68.0,,60.0,,,0,0,3,3,0.0,0,0
Jamie Sheriff,121433,ED,SEA,1,0,,0,0,29,,61.5,74.5,62.6,58.9,,,0,0,9,9,0.0,0,0
Natrone Brooks,121449,CB,ATL,3,0,,1,0,2,90.2,80.8,0.0,74.4,49.3,26.7,,0,1,12,13,0.0,0,0
Tyrice Knight,122025,LB,SEA,12,21,5.2,0,0,29,62.5,64.9,83.0,73.3,61.0,79.6,7.5,4,0,224,238,4.9,11,28
Bryan Bresee,122142,DI,NO,17,4,3.3,0,0,20,64.7,36.5,66.7,57.2,28.0,27.9,25.0,4,2,222,228,1.8,4,8
Myles Murphy,122154,ED,CIN,13,4,3.5,0,0,7,69.6,56.5,88.1,56.6,48.6,71.3,0.0,0,0,114,116,4.4,5,12
Trenton Simpson,122157,LB,BLT,15,18,3.5,0,0,3,55.3,58.7,57.4,60.6,63.2,75.5,4.2,2,2,244,253,6.1,15,28
T.J. Tampa,122537,CB,BLT,3,1,,0,0,3,55.3,47.4,71.7,,44.9,29.2,50.0,1,0,11,11,0.0,0,0
Felix Anudike-Uzomah,122582,ED,KC,20,4,0.8,1,0,16,58.1,61.2,72.6,60.3,61.1,48.5,13.0,3,2,153,156,9.8,15,16
Yaya Diaby,122705,ED,TB,18,6,0.6,0,0,30,53.5,78.0,52.1,79.4,74.8,57.9,4.4,2,4,264,270,11.7,31,37
Cedric Gray,122835,LB,TEN,2,1,3.1,0,0,31,45.0,36.8,72.7,,43.5,58.6,14.3,2,0,39,39,12.8,5,11
Caelen Carson,123377,CB,DAL,5,0,6.9,0,0,9,36.7,39.7,81.6,,53.4,41.8,25.0,3,3,111,115,1.8,2,9
Evan Anderson,123590,DI,SF,12,6,2.6,0,0,28,60.0,60.8,59.1,63.3,59.0,76.2,0.0,0,1,147,152,8.2,12,16
Art Green,123666,CB,NYG,3,1,8.0,0,0,21,49.7,48.1,80.6,56.2,48.1,49.8,33.3,1,0,20,20,0.0,0,1
Will Anderson Jr.,123903,ED,HST,16,6,0.1,0,0,13,85.9,87.8,80.3,78.3,78.8,61.8,10.7,3,2,213,217,7.5,16,19
Brian Branch,123907,S,DET,17,12,3.7,0,0,11,77.8,83.7,25.6,88.0,90.8,58.9,9.8,5,9,311,323,8.4,26,34
Chris Braswell,123908,ED,TB,17,5,3.0,0,0,30,51.0,62.1,65.2,67.0,57.3,65.3,8.3,1,1,112,116,3.6,4,6
Drew Sanders,123933,LB,DEN,2,0,4.0,0,0,10,42.0,43.3,73.6,68.7,54.8,38.9,0.0,0,0,5,5,20.0,1,1
Jalen Carter,124019,DI,PHI,20,7,1.0,1,3,24,55.6,73.3,46.1,84.4,55.8,27.4,22.2,10,6,346,352,7.2,25,28
Kelee Ringo,124035,CB,PHI,9,0,6.0,0,0,24,66.4,65.5,83.0,58.5,58.1,56.8,0.0,0,0,48,48,2.1,1,3
Andru Phillips,124075,CB,NYG,13,13,2.6,0,0,21,77.0,78.4,54.0,66.9,78.0,59.5,12.9,4,2,255,261,3.9,10,14
Ali Gaye,124095,ED,TEN,14,1,2.0,0,0,31,63.2,38.3,83.5,51.8,32.9,27.2,25.0,2,0,99,101,5.1,5,5
Dwight McGlothern,124103,CB,MIN,4,0,,0,0,18,82.3,80.5,81.5,,63.2,,,0,0,8,8,0.0,0,0
Eli Ricks,124109,CB,PHI,2,0,,0,0,24,67.1,67.8,89.9,,60.7,72.5,,0,0,6,6,0.0,0,0
Jaquelin Roy,124111,DI,NE,6,4,2.2,0,0,19,,57.7,40.9,61.4,58.5,43.8,10.5,2,1,88,91,11.4,10,13
Cedric Johnson,124136,ED,CIN,6,0,2.7,0,0,7,64.9,70.7,81.2,63.9,68.3,75.7,0.0,0,0,26,26,7.7,2,3
Deane Leonard,124140,CB,LAC,5,0,,0,0,27,76.4,72.8,79.2,,43.3,34.7,100.0,1,0,25,26,0.0,0,0
Tavius Robinson,124147,ED,BLT,19,9,2.9,0,0,3,85.2,62.0,89.9,54.0,58.3,73.7,3.7,1,0,242,251,4.5,11,17
Emmanuel Forbes,124166,CB,LA,7,1,8.0,0,0,26,39.9,39.0,81.0,,40.9,26.2,57.1,4,2,76,77,1.3,1,2
Decamerion Richardson,124183,CB,LV,10,6,11.3,1,0,23,42.2,45.6,86.2,,60.5,73.1,6.3,1,3,196,202,1.5,3,9
Tyrus Wheat,124191,ED,DAL,6,3,3.0,0,0,9,64.1,46.5,52.5,59.3,39.8,56.3,9.1,1,1,89,93,4.5,4,7
Kris Abrams-Draine,124194,CB,DEN,4,0,,0,0,10,74.7,75.1,80.8,,68.6,80.9,,0,1,30,32,0.0,0,0
Jaylon Carlies,124196,LB,IND,10,6,4.7,0,0,14,83.1,69.0,76.6,62.0,52.9,69.3,13.0,3,0,143,146,2.8,4,14
Ennis Rakestraw Jr.,124215,CB,DET,5,0,1.0,0,0,11,41.0,42.8,76.5,,53.3,48.2,50.0,1,0,23,23,4.3,1,1
Edgerrin Cooper,124311,LB,GB,15,13,2.5,0,0,12,77.3,85.6,53.2,90.0,77.2,57.2,12.0,6,1,213,219,10.8,23,31
McKinnley Jackson,124324,DI,CIN,13,5,1.8,0,1,7,65.5,53.0,83.6,51.2,53.1,50.9,0.0,0,0,114,115,7.0,8,10
Antonio Johnson,124326,S,JAX,15,7,8.9,0,0,15,35.1,43.8,55.5,59.2,75.2,76.8,4.5,1,3,220,229,1.8,4,14
Jaylon Jones,124328,CB,IND,17,10,4.7,1,0,14,67.9,67.4,72.0,,62.4,49.9,14.6,6,9,494,505,2.8,14,25
Gervon Dexter Sr.,124374,DI,CHI,15,13,3.7,0,0,6,69.3,69.7,88.1,66.7,60.3,54.9,4.5,2,0,249,255,6.4,16,29
Junior Colson,124827,LB,LAC,11,6,2.9,0,0,27,32.2,36.7,14.5,63.5,54.9,70.7,0.0,0,1,91,92,8.8,8,9
Mekhi Wingo,128050,DI,DET,11,3,2.0,0,0,11,60.7,52.6,82.5,58.9,46.4,72.5,0.0,0,0,67,68,0.0,0,1
Segun Olubi,128312,LB,IND,1,0,6.0,0,1,14,36.0,86.4,67.9,,92.6,76.4,0.0,0,0,17,17,0.0,0,2
Jer'Zhan Newton,129420,DI,WAS,19,15,2.8,0,1,32,67.2,52.7,49.9,62.7,46.3,59.9,2.3,1,3,285,291,5.3,15,27
Lukas Van Ness,129482,ED,GB,18,9,2.8,0,0,12,68.1,52.9,24.9,64.7,44.8,54.3,12.9,4,5,182,191,7.7,14,18
Jakorian Bennett,129496,CB,LV,10,0,5.3,3,0,23,58.9,56.7,85.7,,42.2,30.8,25.0,1,4,159,165,0.6,1,3
Beau Brade,129499,S,BLT,3,0,4.0,0,0,3,54.5,59.2,68.0,,64.9,49.4,0.0,0,0,7,7,14.3,1,2
Tarheeb Still,129537,CB,LAC,15,3,9.1,0,0,27,74.8,75.5,87.8,66.4,69.1,50.2,13.3,2,1,278,284,0.7,2,10
Jaylen Harrell,129579,ED,TEN,16,2,0.0,0,0,31,67.6,38.9,85.8,42.7,38.1,25.3,40.0,4,0,143,145,2.8,4,4
Kris Jenkins,129584,DI,CIN,15,10,2.9,0,0,7,52.4,45.4,86.2,53.5,46.6,41.8,7.1,2,0,232,235,3.9,9,16
Braiden McGregor,129586,ED,NYJ,7,0,3.8,0,0,22,60.0,51.1,29.1,55.3,55.5,74.2,0.0,0,1,42,44,4.8,2,4
Ji'Ayir Brown,129767,S,SF,17,11,4.6,2,0,28,69.5,64.8,89.0,48.0,53.6,48.8,20.0,9,2,382,391,3.9,15,25
Curtis Jacobs,129785,LB,NE,4,0,,0,0,19,50.0,39.8,76.2,54.0,44.2,75.8,,0,0,11,12,0.0,0,0
Sanoussi Kane,129820,S,BLT,4,0,3.0,0,0,3,64.6,71.2,72.8,,69.3,71.7,0.0,0,0,14,14,7.1,1,1
Max Melton,129889,CB,ARZ,17,3,7.4,1,0,1,56.1,54.5,86.0,,44.3,49.4,33.3,5,1,209,213,1.0,2,7
Nick Herbig,129920,ED,PIT,14,3,1.2,0,1,25,47.9,80.7,68.9,91.5,48.2,27.0,35.0,7,1,163,166,4.9,8,10
Quinyon Mitchell,130628,CB,PHI,20,6,10.9,2,0,24,78.8,78.2,71.2,,69.2,65.6,10.5,2,4,384,394,1.0,4,11
Byron Murphy II,131252,DI,SEA,14,12,2.3,0,0,29,55.5,57.8,71.5,64.5,53.6,70.3,0.0,0,1,197,211,7.6,15,20
Christian Gonzalez,131679,CB,NE,16,2,10.1,2,0,19,78.2,76.0,67.3,74.9,59.2,75.8,16.7,3,3,403,412,1.0,4,13
Noah Sewell,131722,LB,CHI,2,0,,1,0,6,,30.8,0.0,56.1,60.1,,,0,1,3,3,0.0,0,0
Mitchell Agude,131787,ED,DET,3,0,6.5,0,0,11,65.6,51.6,78.7,52.3,40.9,26.0,50.0,2,0,15,15,0.0,0,2
Tuli Tuipulotu,131840,ED,LAC,18,9,2.6,0,1,27,56.9,66.5,80.6,64.1,65.3,28.1,25.7,9,1,276,284,4.0,11,17
Clark Phillips III,131871,CB,ATL,13,3,2.4,0,0,2,76.0,76.5,83.7,55.8,72.5,43.6,20.0,2,0,148,152,2.7,4,5
Chau Smith-Wade,131956,CB,CAR,10,5,8.6,1,0,5,49.6,51.6,29.4,46.2,67.2,66.8,15.0,3,4,101,105,4.0,4,12
Jaylen Watson,131960,CB,KC,9,2,3.9,1,0,16,71.7,69.6,50.1,51.3,62.0,51.4,30.8,4,3,185,193,2.7,5,7
Sam Webb,134606,CB,LV,3,0,,0,0,23,63.8,66.6,71.6,,60.3,,,0,0,9,9,0.0,0,0
Jermaine Jackson,141559,WR,NO,1,0,,0,0,20,,59.9,60.0,,60.0,,,0,0,1,1,0.0,0,0
Myles Harden,141857,CB,CLV,4,1,,0,0,8,31.5,33.1,74.7,60.0,51.8,31.0,50.0,1,0,17,18,0.0,0,0
Malik Mustapha,142358,S,SF,15,19,7.9,0,0,28,60.1,63.9,86.1,72.1,66.3,63.2,10.2,6,0,329,338,2.4,8,34
Kamren Kinchens,143946,S,LA,17,4,9.1,0,0,26,73.7,71.5,16.9,67.3,65.1,62.1,16.7,4,2,190,193,1.1,2,16
Leonard Taylor III,143953,DI,NYJ,14,4,2.5,0,0,22,60.1,62.7,58.5,69.9,56.9,48.8,13.6,3,1,139,147,6.5,9,15
James Williams,143955,LB,TEN,3,1,6.6,0,0,31,51.5,55.0,78.1,54.7,60.7,71.7,0.0,0,0,64,64,3.1,2,10
Jeremiah Trotter Jr.,144142,LB,PHI,8,2,6.5,0,0,24,74.8,76.0,78.8,56.2,68.4,68.9,9.1,1,0,50,50,8.0,4,8
Nate Wiggins,144143,CB,BLT,17,2,8.8,2,0,3,69.0,72.6,86.5,76.1,84.5,56.5,0.0,0,8,210,213,1.0,2,8
Cooper DeJean,144867,CB,PHI,17,8,4.9,1,1,24,84.2,86.3,62.9,58.7,90.4,55.1,5.6,1,3,256,261,1.6,4,9
Chop Robinson,144901,ED,MIA,17,5,1.0,0,0,17,52.4,70.0,57.1,78.7,55.4,30.8,31.3,5,3,164,170,3.0,5,6
Austin Booker,144990,ED,CHI,17,1,1.9,0,0,6,70.8,52.5,66.7,59.4,43.1,29.9,21.4,3,1,116,120,8.6,10,10
Michael Hall Jr.,145076,DI,CLV,8,5,0.9,0,0,8,61.0,67.7,83.0,61.6,67.8,60.1,7.7,1,0,65,65,7.7,5,7
Tre Hawkins III,145387,CB,NYG,2,1,9.0,0,0,21,79.6,79.0,76.8,,70.0,59.9,22.2,2,0,40,41,5.0,2,6
Thomas Incoom,145694,ED,CAR,4,0,-0.5,0,0,5,91.7,77.9,79.8,50.0,65.6,79.2,0.0,0,0,17,17,11.8,2,2
Bo Richter,145962,ED,MIN,3,1,1.0,0,0,18,64.9,72.1,76.2,53.4,86.3,73.3,0.0,0,0,5,5,20.0,1,1
Morice Norris Jr.,146033,S,DET,2,0,,0,0,11,39.1,38.4,73.5,,62.4,80.2,,0,0,14,14,0.0,0,0
Calen Bullock,146424,S,HST,19,5,18.3,0,0,13,36.2,47.9,66.4,56.7,77.9,55.9,13.0,3,2,393,398,0.5,2,15
Cole Bishop,146454,S,BUF,11,6,7.3,0,0,4,48.7,52.0,81.9,82.7,56.7,44.2,21.4,6,1,175,181,2.9,5,16
Jonah Elliss,146458,ED,DEN,18,4,2.3,0,0,10,28.7,54.6,86.5,60.4,64.7,66.4,5.9,1,0,142,147,5.6,8,12
Jaden Hicks,146512,S,KC,17,5,6.3,0,0,16,75.7,75.1,43.9,51.2,71.5,88.4,5.6,1,1,163,166,3.1,5,12
Kool-Aid McKinstry,146602,CB,NO,14,2,9.3,0,0,20,67.1,66.1,87.7,57.6,55.9,44.4,28.6,4,0,237,244,1.7,4,8
Terrion Arnold,146603,CB,DET,17,7,5.6,0,0,11,50.2,50.8,68.7,59.1,54.8,76.3,0.0,0,10,309,321,1.6,5,10
Dallas Turner,146604,ED,MIN,17,3,4.2,1,0,18,77.5,64.1,64.0,55.3,62.7,58.4,18.2,2,1,98,104,4.1,4,6
Javon Bullard,146726,S,GB,16,7,7.1,0,0,12,49.0,54.2,86.5,58.0,67.7,71.1,14.8,4,1,303,309,2.6,8,16
Kamari Lassiter,146727,CB,HST,16,6,3.7,2,0,13,77.5,74.7,87.6,38.9,60.8,52.8,16.7,5,3,340,346,2.6,9,19
Trevin Wallace,146747,LB,CAR,11,9,5.5,0,0,5,64.2,56.0,84.1,61.5,46.9,63.1,12.5,5,0,275,285,3.3,9,26
Maason Smith,146774,DI,JAX,11,3,2.0,0,0,15,59.7,43.7,85.4,52.1,39.7,50.5,0.0,0,0,139,142,4.3,6,8
Marcellas Dial,146902,CB,NE,4,0,0.0,0,0,19,49.4,53.4,84.2,,67.6,78.8,0.0,0,0,30,30,3.3,1,1
Byron Young,146932,ED,LA,19,15,3.5,1,0,26,61.9,61.6,45.9,66.8,55.7,41.8,15.7,8,6,351,359,4.0,14,28
Julius Wood,151039,S,TEN,2,1,,0,0,31,60.5,64.4,67.9,,60.0,75.2,0.0,0,0,3,3,0.0,0,0
Sam Roberts,156069,DI,CAR,3,1,,0,0,5,,68.7,76.2,52.6,73.9,68.6,0.0,0,0,10,10,0.0,0,0
Kader Kohou,156070,CB,MIA,15,3,12.1,0,0,17,68.9,64.5,30.1,49.0,51.2,28.4,28.6,4,4,205,218,0.5,1,7
Joshua Williams,156083,CB,KC,12,1,4.1,1,0,16,68.3,64.3,0.0,75.9,62.0,33.1,20.0,2,6,123,126,1.6,2,7
Dallis Flowers,156091,CB,TB,4,0,6.5,1,0,30,65.7,60.4,0.0,,51.8,45.1,33.3,1,1,30,31,3.3,1,2
Jeremiah Pharms Jr.,156117,DI,NE,16,9,1.7,0,0,19,60.6,58.1,85.9,56.6,57.0,56.4,6.9,2,0,187,191,7.5,14,18
Dondrea Tillman,156124,ED,DEN,13,10,3.6,1,0,10,63.0,69.1,63.8,64.5,69.2,37.4,15.4,4,1,96,98,10.4,10,12
Dee Williams,157609,CB,NYG,1,0,,0,0,21,,60.0,69.0,,60.0,,,0,0,4,4,0.0,0,0
Levi Drake Rodriguez,165670,DI,MIN,1,0,0.0,0,0,18,,75.5,93.8,69.0,65.2,67.3,0.0,0,0,5,5,20.0,1,1
Caleb Murphy,169634,ED,LAC,3,0,3.0,0,0,27,58.9,56.4,77.8,54.0,66.1,71.1,0.0,0,0,10,10,10.0,1,1
Qwan'tez Stiggers,169764,CB,NYJ,3,0,4.0,0,0,22,54.8,58.3,75.5,,68.4,49.1,0.0,0,1,17,18,5.9,1,2
Trevor Nowaske,169859,ED,DET,13,2,4.0,0,0,11,45.1,51.0,86.2,54.8,55.5,54.9,11.1,1,0,110,113,3.6,4,6
